charactor,text
サーバル,おはよー。
サーバル,どうしたの？
アリツカゲラ,おはようございます、昨日ちょっと変なものを見てしまって…。
サーバル,変なもの？
アリツカゲラ,いつも、消灯前に見回りをしてるんですが、そこで変な影を見まして。 声をかけようと近づいたら、信じられない速さで逃げられたんですよね。 おふたりは心当たりありませんか？
かばん,いやー、ぼくはとてもそんなに速くは。
サーバル,わたし、けっこう自信あるよ。 でも、昨日はそんなに走り回ってないけどなあ…。
アリツカゲラ,そうですよね…あの時間お客さんは全員別の場所にいたはず。 うーん…。
タイリクオオカミ,セルリアンの中には高速で移動するものがいるらしいよ。 どんなフレンズよりも足が速く、逃げても逃げても振りきれず、そしてついには、ガブリ。
タイリクオオカミ,セルリアンに食べられた子がどうなるか知ってるか？ 中からの脱出はまずできない。 最初に全身が溶け…。
アミメキリン,うう…。
サーバル,うう…。
かばん,うう…。
アリツカゲラ,もう、オオカミさん。
タイリクオオカミ,冗談冗談。 またいい表情いただいたよ。 うふふ。
アミメキリン,セルリアンにせよフレンズにせよ、原因を突き止めないと。 ここはひとつ、わたしが頑張るしかないわね！
アミメキリン,何か手がかりがあるかもしれないわ。 現場にいきましょう！
アリツカゲラ,あそこです。 あの枝の上に見えたんです。
アリツカゲラ,けっこう大きかったような気が…。 それが一瞬で、あそこの木まで移動してですね。
サーバル,やっぱり、セルリアンじゃない？
アリツカゲラ,うーん…あんまり匂いがしなかったんですよね…。
タイリクオオカミ,やはり赤いセルリアン！
アミメキリン,ひいい！
かばん,ひいい！
アリツカゲラ,わたし、念の為見て回りますね。 すみませんお騒がせして。
サーバル,あっ、わたし達は、そろそろ出発かな。
サーバル,あっ？
かばん,ん？
ラッキービースト,今日からちょっと天気が荒れそうだよ。 この先は道が不安定だから、念の為雨が止んでから出よう。
サーバル,そう？
かばん,じゃあ、もう少しお世話になります。
アリツカゲラ,はいはい、喜んで。
アライグマ,は〜〜、かばんさんはすごいのだ。 温泉の危機まで救うとはー。
フェネック,というわけでー、博士に許可もらったからその泥棒を追いつつ、お宝に向かってるのさー。
ギンギツネ,興味深いわね。 最近のセルリアン騒ぎと関係あるのかしら。
キタキツネ,ある程度レアなアイテム持ってかないと死んじゃうよ。
ギンギツネ,あなたそれゲームの話でしょ…。
アミメキリン,はっ！
かばん,う、うーん…。 あれ？ サーバルちゃん？
かばん,サーバルちゃん、どこ行ったんでしょう…？
ミライ,いやー、それにしても…。
かばん,うわあ〜〜…！
かばん,な、なんだ…びっくりした…。
ミライ,完全退去は、大げさですよね。 何も、そこまで…。
サーバル(祖),わたし達はともかく、ミライさん達は隠れたほうがいいよー！
ミライ,急ですよ。 なんとかパークをずっと平和に続ける方法を…。 あれ？ 今また録画されてます？ うーん、完全に壊れてますね。 後で、防水対策をしましょう。
サーバル(祖),かわいい子だよね、それ、どうなるの？
ミライ,これはですね、ゆくゆく、パークガイドとして…。
かばん,うわあ〜〜！ た、食べないでください！
サーバル,食べな…た、食べてないよ！ 
かばん,サーバルちゃん…。 どこ行ってたの？
サーバル,ええと、ちょっとね。 その、散歩だよ、散歩！
アリツカゲラ,今度は、キリンさんが見たんだそうです。
サーバル,えーっ！
サーバル,大丈夫だった？
かばん,どんなでしたか？
アミメキリン,白くて、もやもやしていて、生きている感じがしなかった。 ううう、これは怪事件だわ。
アリツカゲラ,やはり、セルリアンなのではと…。
サーバル,でも、白いもやもやしたセルリアンなんていたの？
アリツカゲラ,たまに新種って話も聞きますからね…。
アミメキリン,それが、シルエットはフレンズそのものだったの。 そこがどうにも怖くて。
アリツカゲラ,えええ…。 じゃあやっぱり誰かいるんでしょうか…。
サーバル,誰ー？ またオオカミさんじゃないのー？
タイリクオオカミ,違うよ。 うっふふ。
サーバル,誰かが森に隠れて、いたずらしてるんじゃ。
タイリクオオカミ,こういう話を知ってるかい？ フレンズ型のセルリアン、てのが昔いたらしいんだ。
サーバル,えっ、それってひと目でわかるの？
アリツカゲラ,わからなかったら、フレンズと思って近づいて、食べられたり…。
サーバル,怖い、怖い、怖い！
アミメキリン,怖い、怖い、怖い！
タイリクオオカミ,さあ、そこはわからないな。 ただこれの恐ろしいところは、本人は自覚がなかったらしいということ。 つまり、自分がフレンズだと思っていたら、実は…と。 もしかして、お前もセルリアンなのかも。
サーバル,いやーっ！ もっと、怖い、怖い、怖い！
アミメキリン,いやーっ！ もっと、怖い、怖い、怖い！
タイリクオオカミ,冗談だよ。 いい顔いただきました。
アリツカゲラ,いたずらならまだいいんですが、ちょっと気を付けて、なるべく一緒にいるようにしましょう。
かばん,はー…。
かばん,今日も雨、止まないね。
サーバル,今日もロッジの中、探検しよう！
サーバル,あっ。 ボスがまた、何か喋りそうだよ。
ミライ,そうだ。 どうせ調子が悪いなら、メモ代わりに使いましょう。
サーバル,…。
かばん,…。
ミライ,生き物や、生き物だったもの…とサンドスターが反応して、フレンズが生まれますが、セルリアンは、無機物と反応して生まれることがわかってきました。 ただ、別の研究で、サンドスターが1種類ではないのでは、との話もあり、…あっ。 以上、メモ、終わり。
サーバル,難しくて、よくわかんないね。
かばん,これ、博士達に教えてあげたら、喜ぶかな。
サーバル,食べ物に関係なかったから、どうかなあ。 かばんちゃんの縄張りが見つかって、報告にいく時に教えてあげよっか。
サーバル,もし、港とか海が、本当にかばんちゃんの縄張りだったら、その後どうするの？
かばん,そうだね、もしヒトがいたら、ヒトがどうやって暮らすのか、聞きたいな。 いなかったら、うーん…考える。
サーバル,海辺に住むことになっても、サバンナにも遊びに来てよね。 あっ、それか、ビーバー達みたいに、一緒に住むのってどう？ 楽しそう！
ミライ,ええっ？ 最初、わたしが宇宙人だと？
サーバル(祖),だって、わたし達、この島の外にもちほーがあるなんて、知らなかったもん。 それに、飛んでくるんだよ。 食べられちゃうって言ってる子もいたよ。
ミライ,うふふ。 宇宙人だぞ〜〜！
サーバル(祖),きゃー！
ミライ,迷宮に、ようこそー！
サーバル(祖),きゃー！
ミライ,ふふっ。
サーバル,あははは！ なんだか楽しそう！
かばん,ミライさんって、絶対いい人だよね。
サーバル,大丈夫ー？
かばん,どうしましたか？
タイリクオオカミ,今、今そこに白いお化けが。
サーバル,またそうやって脅かそうったって、もう騙されないよ。
タイリクオオカミ,違うんだ、今回のは本当に！
サーバル,またまたー。
かばん,サーバルちゃん、今日は様子が違うみたいだよ。
タイリクオオカミ,確かに白かった。 形もフレンズで、耳だか角だかが付いていたが、聞いてたよりぜんぜん大きかったぞ。
タイリクオオカミ,あの木の上から下ぐらいあった。 
サーバル,おっきすぎない！？
かばん,何種類か、いるんでしょうか？ えっと、これまでにいたのって…。
タイリクオオカミ,おとといの晩のアリツさん、きのうの晩にキリン、今はわたしだ。
サーバル,いっつも夜なの？
タイリクオオカミ,そうだな。
かばん,見た人も場所も、バラバラですね。
かばん,やっぱり、他に誰かいるんじゃ…。
サーバル,近くに、他のフレンズの音や匂い、しないけどなあ。
タイリクオオカミ,誰かが嘘をついて、いたずらしてるのかも。
サーバル,じゃあ、オオカミでしょう！
タイリクオオカミ,わたしは嘘なんかついたことないよ？ うふっ。
サーバル,そうなんだ。
かばん,角か、耳…。
タイリクオオカミ,とりあえず、明日またみんながいる時に、話してみよう。
かばん,はい。
サーバル,はーい。
タイリクオオカミ,そう…耳の形と言えば、オオカミは満月の日に…。
サーバル,ほら！ またそうやってー！
かばん,あはは。
かばん,おはよう、サーバルちゃん。 まだ寝てていいよ。
サーバル,おはよう…。
サーバル,晴れたね。 今日は出られそうだね。
かばん,うん！
サーバル,わ〜〜！
かばん,わ〜〜！
サーバル,出たー！
かばん,た、食べないでくだ…！
サーバル,逃げよう、かばんちゃん！
かばん,サーバルちゃん、怖いけど形だけ確認しよう。 何かヒントになるかも。
サーバル,ほんとだ、フレンズの形してる。
かばん,耳の形は…。
サーバル,ひあ〜〜！
かばん,ひあ〜〜！
かばん,ぼく達も、見ました。
アリツカゲラ,うーん…何度話しても嘘をついてる方もいないと思うんですが…。
タイリクオオカミ,何か他に変わったことあった人は？
アリツカゲラ,そう言えば、夜にジャパリまんが減ってたんですが。
サーバル,だ、だ、誰だろー？
かばん,あ、それはサーバルちゃんなので、関係ないかと。
サーバル,かばんちゃん！ なんで知ってるの？
アミメキリン,やっぱり、セルリアンじゃないの？
アリツカゲラ,でも、耳があってフレンズ型だったと…。
タイリクオオカミ,人型の新種かもしれないよ。
サーバル,セルリアンでも、匂いか音はするんじゃないかなあ。
かばん,自分が、セルリアンだったらか…。 ふっ。 あ、あれ？
かばん,あっ、あの…。
アミメキリン,わかりました！ 犯人は、オオカミさんです！
タイリクオオカミ,ええー！？
アリツカゲラ,ええー！？
サーバル,ええー！？
かばん,ええー！？
アミメキリン,オオカミさんは事件を起こし、自分の漫画を話題にするつもりだったのです。 無名な作家の、かわいそうな動機だったのです！
タイリクオオカミ,むう…それはいいとして。
アリツカゲラ,肝心のお化けは、どうやっているのです？
アミメキリン,双子だったのです！ だから同じ匂いで、その、気付かなかったのです！
アリツカゲラ,それだと、速いとか大きい理由が…。
タイリクオオカミ,わたしの双子は白くて透明なのか。
アミメキリン,三つ子なら可能ー！ いや、いっそ、四つ子でもいいです！
アリツカゲラ,お、落ち着いてキリンさん。
サーバル,熱くなりすぎだよ。
かばん,あのー、ぼく、わかったかも。
かばん,犯人は…。
かばん,ぼくです。
タイリクオオカミ,ええー！？
アリツカゲラ,ええー！？
アミメキリン,ええー！？
サーバル,ええー！？
アリツカゲラ,どういうことですかかばんさん？
アミメキリン,まさか、変身を？
サーバル,冗談でしょかばんちゃん。 だって今朝、一緒にいたじゃない！
かばん,ええと…たぶん、見ればわかると思うので、ちょっと一緒に歩きましょう。
かばん,お化けの出た場所は、バラバラのようで、全てぼくの近くだったんです。
かばん,何より、すべての時間は…。
アミメキリン,ああっ。
タイリクオオカミ,ああっ。
アリツカゲラ,ああっ。
サーバル,ああっ。
かばん,ぼくらがミライさんのメッセージを聞いた場所だったんです。
かばん,ぼくが歩いた先で、ラッキーさんが反応してたんです。 お騒がせしました。
アミメキリン,こ、これなに？
アリツカゲラ,こんなの初めて見ました…。
ミライ,ふー、まずいことになりました…。
かばん,これが…。
サーバル,この子がミライさん？
かばん,うん、きっとそうだよ。
アリツカゲラ,これってこのロッジですか？ なんか、ピカピカです！
タイリクオオカミ,これは…時間ごとボスが飲み込んでいたということ？
アミメキリン,また怖い言い方を…。
ミライ,あのセルリアン、大きさもなんですが、問題は、削っても削っても自己修復するところで。 今週倒せない場合、わたし達もパークから…。
アリツカゲラ,なになに…？
アミメキリン,なんか、怖いこと話してるね…。
ミライ,いや、正直、もうちょっと長くこの島にいたかったですね。 まさか、こんなに早く…。
サーバル(祖),ミライさーん！ 早く早く！ カラカラがあのおっきいやつ、山で見たって。 みんなで連携して、やっつけちゃおう！
サーバル,うん？
かばん,あれっ？
ミライ,そうですね、ここでやっつければ全部解決です！ ぱっかーんといきましょう！
サーバル(祖),そうだよ、ぱっかーんだよ！
かばん,今のって、サーバルちゃん？
サーバル,あたし、知らないから他の子だと思う。 同じ種類のフレンズが生まれることもあるらしいし…。
かばん,あっ？
サーバル,あれっ？ あれっ？ 
サーバル,あれっ。 おかしいな、早起きしたからかな…。
タイリクオオカミ,いやー、いいネタ見たよ。
アミメキリン,あっ、ああー！ それは「ホラー探偵ギロギロ」！ わわわわわたし、それを読んで探偵はじめたんです。
アミメキリン,サインください！
タイリクオオカミ,おっ、うっ…。
サーバル,あはははは。
ラッキービースト,発車するよ。
かばん,では、またー。
アリツカゲラ,また立ち寄ってくださいね。
アミメキリン,またねー。
タイリクオオカミ,またなー。
かばん,これが海かー。
サーバル,船！ 船って絶対あれだよね！ すっごーい！
かばん,誰かいませんかー？
サーバル,ヒトはいないっぽいね。
サーバル,やっぱり、ここじゃないのかなあ。
かばん,もしかして…。
サーバル,わわわ！
かばん,わわわ！
ラッキービースト,動くみたいだね。
サーバル,えっ、どういうこと？ これもバスなの？
かばん,海の上…。
かばん,サーバルちゃん。
かばん,ぼく、海の外に、ヒトを探しに行ってみたい。
サーバル,海の外？ それって…。
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,石山智之
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,一般社団法人日本オオカミ協会、東武動物公園
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
フェネック,アライさん、ちょうど噴火した山にびっくりして、崖から落ちたんだってー。
アライグマ,その時確かに見たのだ。 黒い影が、帽子を持ち去ったのだー！
タイリクオオカミ,黒い影…。 気になるね。
アミメキリン,新作の参考になりそうですか？ 先生！
アリツカゲラ,あれ…？ それってその時生まれたフレンズなんじゃ…？
コウテイ,今週は、ヒグマについて予習だ。 ヘビの匂いが嫌いらしいな。
イワビー,どんな匂い？
コウテイ,でも焼いたらおいしそうだよな。
イワビー,コウテイは何者なんだー！？
コウテイ,わたしが神だ。
PPP,あはははは！
コウテイ,違うな、ぜんぜん違うな。
イワビー,神だったの！
コウテイ,次回、せるりあん。
サーバル,なになにー？
かばん,山のほうだよね？
サーバル,セルリアンだー！
かばん,うわあー！
サーバル,うわあ！
かばん,ううう…。
サーバル,このおっ！ 
サーバル,あうっ！
サーバル,うえっ？
サーバル,うわあ〜〜！
かばん,うわあ〜〜！
サーバル,ううう…。
かばん,ううう…。
キンシコウ,大丈夫でしたか？
サーバル,ああー、助かったよ。
かばん,ありがとうございます。 あなたは…？
キンシコウ,わたしはキンシコウ。 セルリアンハンターよ。
キンシコウ,ダメですよ、自分の体格より大きいセルリアンは、ハンターに任せないと。 食べられちゃいますよ。
サーバル,いきなり出てきたんだよ。 すっごいね、さすがハンターだね。
キンシコウ,まだいるかもしれません。 隠れていてください。
かばん,ふええ…。
ラッキービースト,かばん、ちょっと様子を見てきていいかな。
かばん,えっ、わかりました。
キンシコウ,あっ…？
キンシコウ,今、喋りませんでした？ ボス。
かばん,そっか、元々そうなんだっけ。
サーバル,なんか、すっかり慣れちゃったよ。
サーバル,ボスがいくなら、わたし達もいくよ。
キンシコウ,たぶん逃げたのは、あの1体だけですが…用事が済んだら、隠れてくださいね。
かばん,そう言えば、セルリアンに食べられたら、どうなるんですか？
キンシコウ,死んでしまうと言うと、言いすぎかもしれませんが…。
サーバル,お話できなくなるし、わたし達のことも忘れちゃうもんね。
かばん,ええっ…。
サーバル,でも、なんでセルリアンって、こっちに向かってくるんだろう。
キンシコウ,サンドスターを食べてるって話もありますね。
サーバル,ええっ？
キンシコウ,なんにせよ、山火事みたいなものですから。 逃げることです。
かばん,わっ、これは。
サーバル,ひどいなあ。 何があったの？
キンシコウ,これ、セルリアンの足あとなんですよ。 わたし達、これを追いかけてるんです。
かばん,う…。
かばん,わっ！ た、食べないでくだ…！
ヒグマ,なんだ？ そいつら。
ヒグマ,反対側に逃げたのは潰したぞ。
キンシコウ,こっちも倒しましたよ。 飛び散った破片が動くなんて、相当ですね。
サーバル,えっ、さっきのが破片なの？
かばん,わあ…。
ヒグマ,ふん、もう一回りでかいのも倒したことあるぞ。
キンシコウ,砂漠で戦ったやつですか？ パークの危機、でしたね。
ヒグマ,本体は？
キンシコウ,リカオンが、追跡していますよ。
ヒグマ,まあ、あのサイズなら動きは遅い。 いくぞ。
サーバル,大丈夫？ 危なくない？
かばん,何か、よければお手伝いを。
サーバル,あっ、サンドスター？
キンシコウ,昨日からちょこちょこ出てますね。
ヒグマ,よくある規模だ。 早く追うぞ。
ラッキービースト,注意、注意。 お知らせします。 サンドスターロウの濃度が、高くなっています。 大規模な噴出の可能性があります。 注意、注意。
ヒグマ,おっ？
キンシコウ,ボスね、喋れたんですって。
サーバル,ボスが何か言ってるよ？
かばん,サンドスター、ロウ…？
キンシコウ,とりあえず、わたし達はセルリアンを退治してきますね。
サーバル,えっ。 そっちも心配だよ。 わたし達も…。
サーバル,うっ。
ヒグマ,あの程度のセルリアンに負けるお前らがか？ 邪魔にしかならん。 なんなら、2匹まとめて戦ってみるか？
サーバル,うう…。
キンシコウ,ごめんなさいね。
ラッキービースト,少し見てきてもいいかな。 かばん達は、ここで待っていて。
かばん,えっ…。
サーバル,ボスも様子が変だよ。 どうしようかばんちゃん。
かばん,う…。
かばん,山の方、行ってみよう。
サーバル,うん！
かばん,ミライさんが言ってた、山に何かって…。
かばん,さっきのセルリアン、山の方から来てる。
サーバル,足あとも、そっちに続いてるね。
サーバル,あれ…？ でも、だんだん小さくなってない？ 変なの。
かばん,えっ…それって…。
キンシコウ,もうちょっと、言い方があるんじゃないですか？
ヒグマ,ちょろちょろと邪魔なんだよ、弱っちいやつは。
キンシコウ,ふふ。 ヒグマさんはまたそうやって。 ほんとは心配なんですよね。
ヒグマ,なっ…！ 
ヒグマ,もう追いつくな。
キンシコウ,これ、だんだん大きくなってませんか…？
リカオン,ああっ！
リカオン,やっと来た…。 荷が重いですよ、オーダーきついですよぉ。
キンシコウ,お疲れさまです。
ヒグマ,どうだー？
リカオン,やっぱり、大きいだけあって、動き鈍いです。 これ、サンドスターの供給が追いつかずに、自滅するかもですよ。
キンシコウ,改めて、大きいですね。
ヒグマ,…。 
リカオン,ええっ。 やっぱり、やるんですか？
ヒグマ,形が変化することもある。 ここできっちり、やっておく。
ヒグマ,最初から野性解放でいくぞ。 出し惜しむな。 まず石まで削る！
キンシコウ,はい！
リカオン,了解ですよ。
サーバル,ふう、ふう、ふう…。 けっこう来たね。 ちょっと休まない？
かばん,うん、ごめんね、サーバルちゃん。
サーバル,ふう…。 かばんちゃん、みんなが心配なんだよね。
かばん,うん。 何かとても怖い…のはいつもなんだけど、あれは何か…。
サーバル,あっ、またミライさんが出るよ。
ミライ,巨大セルリアンですが、やはり山から何かしらの供給を受けていました。 黒いセルリアンは、あの能力があるため、攻撃せずに、先に山のフィルターを貼り直す必要があったんです。
かばん,…。
サーバル,…。
ミライ,無事四神を並べたので、わたし達はこれから下山します。 なんとしても、わたし達で先に退治しないと。 フレンズのみなさんを避難させてからとは言え、この島にあんなものを…。
ヒグマ,やっと石見せやがった。 一気に倒すぞ！
リカオン,了解です。
ミライ,後日まとめますが、今のところ、いくら攻撃しても山からサンドスターロウを吸収すること。 太陽の方向に向かっているということ。 海を嫌がっていること…などが見て取れます。 このあたりを…。
ミライ,あっ、カラカルさん、サーバルさん、いけますか？
ミライ,はい、いきましょう！
ミライ,あ、四神の場所は、以前記録した、「貴重な物」の場所そのものでした。 また後ほど。
かばん,うう…。
サーバル,ちゃんとわかんなかったけど、この山で、前に何かあったのかな。
かばん,あっ、さっきのセルリアン。
サーバル,やっぱり、助けにいかなきゃ。
かばん,サーバルちゃん、先に山頂にいこう。
サーバル,えっ。
かばん,ミライさんの言ってたことが…もしかして、あのセルリアン。
サーバル,すごーい、こんなになってたんだ。
サーバル,あれがサンドスターだね。 あっちは、なんだろう。
かばん,ミライさんの話が本当なら、ここに何か…確か、四神って言ってた。
かばん,サーバルちゃん。 何か、変わったものがないか、探そう。
サーバル,えっ？
かばん,ここに、何かが…今のうちに見つけたほうがいい気がして。
サーバル,わかった。
アライグマ,た〜〜！ ほい！ 
サーバル,うわー！
かばん,た、た、た、食べな…！
アライグマ,やっと捕まえたのだ。 帽子泥棒め！
かばん,え？ 帽子？ うええ？
アライグマ,取ったのだー！
サーバル,何してるのー？ そんなことする子じゃないよ！
アライグマ,嘘なのだ。 お宝を独り占めするつもりなのだ。
アライグマ,ふははははー、ついに取り戻したのだー。 さっそくこれを着けて、と…。 
サーバル,かばんちゃん、大丈夫？
かばん,う、うん…びっくりしたけど、平気…。
アライグマ,えっ、かばんさんが近くにいるのか？
サーバル,この子がかばんちゃんだよ。 きみ、一体なんなの？
かばん,あ、ど、どうも…。
アライグマ,なにー！？ お前がかばんさんのわけないのだ！
サーバル,これがかばんちゃんだよー。 えっ、かばんちゃんってほかにもいるの？
アライグマ,かばんさんはな、偉大なんだぞー。 橋を作ったり、争いを鎮めたり。 あのPPPとも知り合いなのだ。
サーバル,だから、それがかばんちゃんだって。
フェネック,ははー。
フェネック,アライさん、またやってしまったねー。
アライグマ,ふぇっ？
フェネック,この子がかばんさんだよ。 やけに帽子の子と同じ場所で話が出ると思ったよー。
アライグマ,で、でも、これはアライさんが最初に見つけたのだ。 アライさんが取られたのだ！
フェネック,でもー、かばんさんってそんなことする子かな？
アライグマ,うぐ…。
フェネック,アライさんもべた褒めで、恩人だって言ってたじゃないかー。 きっと何か事情があるんだよ。
アライグマ,うぐぐ…。 うう。
アライグマ,はい、一旦返すのだ…。
かばん,ありがとうございます。
アライグマ,飛び付いたりして、ご、ごめんなさいなのだ。
アライグマ,あっ、これなのだ。 これが聞きたかったのだ。
かばん,ミライさんのお話を？ じゃあ、一緒に聞きましょう。
ミライ,その場所は、火口の中心から東西南北。 えっと、パンフレットで言うと、「ウの3」の交差点が、まさに中心点ですね。 この像が、東の青龍なので、あと3つ、埋まっていると考えられます。
ミライ,本当に、サンドスターロウの粒子をここでフィルタリングしているとしたら、まさにこの島にとっての宝ですね。
かばん,えっと…。 
かばん,ウの3というのは、これとこれが、ひっつくところなのかな…。 東西南北っていうのはなんだろう。
フェネック,太陽が昇るほうが東、沈むのが西だからー。 この印が北なんじゃないかな。
アライグマ,フェネック！？
フェネック,アライさんがいつも突っ走るからさー、星や太陽の位置を憶えるのは基本だよー。
かばん,すごいですね、フェネックさん。
アライグマ,フェネックはやっぱりすごいのだ。
サーバル,なんの話かさっぱりわからないよ…。
かばん,ということは、こことここ、それからこっちに何か。
サーバル,あったよ。
フェネック,こっちにも。
アライグマ,こっちは見つからないのだー！
かばん,ひとつ、なくなってる？ もしかして、この、薄いものと関係が？
かばん,うん？ あ…。
かばん,ああっ！
サーバル,どうしたの？ かばんちゃん。
かばん,う、ううん、なんでもない。 アライグマさんのところ、探そう。
ヒグマ,なんだ！？
リカオン,うわわ。 なんですか？ なんの能力ですか？
ヒグマ,こけおどしか。 今とどめを刺してやる！
かばん,うわっ！
サーバル,なになに！？
かばん,これ、これってまさか。
ヒグマ,なんだ、これは…？
リカオン,うええ…。
ヒグマ,ヤバい、さっさと！ 
ヒグマ,ううっ！
リカオン,止まらないですよこれ…。
リカオン,ど、どうしましょう、ヒグマさん。
ヒグマ,お前はキンシコウを。 わたしは…。
ヒグマ,くっ…。
リカオン,うあああ…。
アライグマ,かばんさん、あったのだー！
フェネック,掘り出すよ。
かばん,わかりました。 そしたら、それを、ここに…。
ラッキービースト,大量のサンドスターロウが放出されました。 超大型セルリアンの出現が予想されます。 パークの非常事態につき、お客様は直ちに避難してください。 ここからの最短避難経路は、日の出港になります。 非常事態につき、お客様は直ちに避難してください。
かばん,ラッキーさん、今はそんな場合じゃ…。
ラッキービースト,ダメです。 お客様の安全を守るのが、パークガイドロボットのぼくの勤めです。 直ちに避難してください。 ここからの最短…。
かばん,ラッキーさん。 ぼくはお客さんじゃないよ。 ここまでみんなに、すごくすごく助けてもらったんです。 パークに何か起きてるなら、みんなのためにできることを、したい。
ラッキービースト,わかったよ。 かばん。 危なくなったら、必ず逃げてね。
ラッキービースト,かばんを、暫定パークガイドに設定。 権限を付与。
アライグマ,持ってきたのだー！
フェネック,これをどうするのー？
サーバル,どうしたの？ ボス。 早く進めよう。
サーバル,どうしたの？ 場所が間違ってる？
ラッキービースト,かばん、高さだよ。
かばん,あっ、そうか。
サーバル,これで、大丈夫かな？
かばん,うん、たぶんこれで…。
